項目物理名,項目論理名,ドメイン物理名,ドメイン論理名,データ型,全体桁数,小数桁数,コンディション物理名,コンディション論理名,備考,登録担当者,登録日付,更新担当者,更新時間
"RACK_SURYOU_18","ラック_数量_１８","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:19:48"
"RACK_SURYOU_19","ラック_数量_１９","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:19:56"
"RACK_SURYOU_20","ラック_数量_２０","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:02"
"RACK_SURYOU_21","ラック_数量_２１","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:10"
"RACK_SURYOU_22","ラック_数量_２２","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:16"
"RACK_SURYOU_23","ラック_数量_２３","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:23"
"RACK_SURYOU_24","ラック_数量_２４","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:30"
"RACK_SURYOU_25","ラック_数量_２５","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:37"
"RACK_SURYOU_26","ラック_数量_２６","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:43"
"RACK_SURYOU_27","ラック_数量_２７","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:50"
"RACK_SURYOU_28","ラック_数量_２８","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:20:56"
"RACK_SURYOU_29","ラック_数量_２９","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:21:04"
"RACK_SURYOU_30","ラック_数量_３０","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:21:10"
"RACK_SURYOU_31","ラック_数量_３１","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:21:17"
"RACK_SURYOU_32","ラック_数量_３２","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:21:24"
"RACK_SURYOU_33","ラック_数量_３３","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:21:30"
"RACK_SURYOU_34","ラック_数量_３４","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:21:39"
"RE_SETTI_IRAISYO_NO","再_設置_依頼書_番号","","","X","9","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"RE_SOUHU_KBN","再_送付_区分","","","X","1","0","","","","lpa01","2008/06/02 10:16:35","lpa01","2008/06/02 10:16:35"
"RE_SOUHU_KENSU","再_送付_件数","","","9","3","0","","","","lpa02","2008/05/30 17:11:33","lpa02","2008/05/30 17:11:33"
"REBATE_KINGAKU","リベート_金額","","","9","8","2","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"REBATE_MEI_NO","リベート_明細_番号","","","9","4","0","","","","lpa01","2008/06/02 13:33:02","lpa01","2008/06/02 13:33:02"
"REBATE_SIHA_ZYOUKEN_ITIRAN","リベート_支払_条件_一覧","","","N","20","0","","","","lpa02","2008/07/10 17:55:25","lpa02","2008/07/10 17:55:25"
"REC_KBN","レコード_区分","","","X","1","0","","","","sis05","2008/07/07 14:10:26","sis05","2008/07/07 14:10:26"
"REF_NO","照会_番号","","","X","6","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"REF_TAISYOU_BI","照会_対象_日","","","X","2","0","","","","lpa00","2008/08/25 12:12:59","lpa01","2008/09/11 11:04:15"
"REF_TAISYOU_SIMEBI_HOSOKU","照会_対象_締日_補足","","","N","12","0","","","","lpa00","2008/08/25 12:10:25","lpa00","2008/08/25 12:10:25"
"RENKEI_BI","連携_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"RENKEI_BI_HYOUZI_YOU","連携_日_表示_用","","","X","10","0","","","","fsol10","2010/12/21 14:33:12","fsol10","2010/12/21 14:33:12"
"RENKEI_BI_SEARCH_YOU","連携_日_検索_用","","","D","0","0","","","","fsol10","2010/12/21 14:47:54","fsol10","2010/12/21 14:47:54"
"RENKEI_CD","連携_コード","","","X","8","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"RENKEI_DT","連携_日時","","","X","17","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RENKEI_KBN","連携_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"RENKEI_MAKER_CD","連携_メーカー_コード","","","X","1","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"RENKEI_SYORI_KBN","連携_処理_区分","","","X","1","0","","","","lpa00","2008/07/11 16:10:41","lpa00","2008/07/11 16:10:41"
"RENKEI_TAISYOUGAI_KBN","連携_対象外_区分","","","X","1","0","","","","fsol07","2010/07/24 20:29:06","fsol07","2010/07/24 20:29:06"
"RENKEI_TAN_NM","連携_短_名称","","","N","16","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"RENKEI_TYOU_NM","連携_長_名称","","","N","40","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"RENRAKU_ZIKOU","連絡_事項","","","N","60","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"RENTAL_END_BI","レンタル_終了_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"RENTAL_GETUGAKU","レンタル_月額","","","9","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"RENTAL_HIKIOTOSI_BI","レンタル_引落_日","","","X","2","0","","","","fsol05","2009/04/13 13:49:05","fsol05","2009/04/13 13:49:05"
"RENTAL_HUNOU","レンタル_不能","","","9","9","0","","","","lpa00","2008/07/10 12:02:00","lpa00","2008/07/10 12:02:00"
"RENTAL_HUNOU_ZAN12","レンタル_不能_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"RENTAL_KAIIN_NO","レンタル_会員_番号","","","X","7","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"RENTAL_KAIIN_NO_FROM","レンタル_会員_番号_ＦＲＯＭ","","","X","7","0","","","","fsol10","2011/01/11 16:13:01","fsol10","2011/01/11 16:13:01"
"RENTAL_KAIIN_NO_TO","レンタル_会員_番号_ＴＯ","","","X","7","0","","","","fsol10","2011/01/11 16:13:20","fsol10","2011/01/11 16:13:20"
"RENTAL_KAISU","レンタル_回数","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"RENTAL_KAISYU","レンタル_回収","","","F","0","0","","","","fsol10","2011/01/04 16:23:39","fsol10","2011/01/04 16:23:39"
"RENTAL_KAISYU_IN_KBN","レンタル_回収_入力_区分","","","X","1","0","","","","fsol10","2010/10/14 14:46:16","fsol10","2010/10/14 14:46:16"
"RENTAL_KANRI_KBN","レンタル_管理_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:23","fsol09","2009/02/27 10:16:46"
"RENTAL_KIN12","レンタル_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"RENTAL_KIN12_GOUKEI","レンタル_金額12_合計","","","9","12","0","","","","fsol10","2011/01/04 19:30:49","fsol10","2011/01/04 19:30:49"
"RENTAL_KINGAKU_ZEIKOMI","レンタル_金額_税込","","","9","8","0","","","","fsol05","2009/04/14 13:11:42","fsol05","2009/04/14 13:11:42"
"RENTAL_KINGAKU_ZEIKOMI_GOUKEI","レンタル_金額_税込_合計","","","9","8","0","","","","fsol05","2009/04/14 13:09:46","fsol05","2009/04/14 13:09:46"
"RENTAL_LEASE_KBN","レンタル_リース_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"RENTAL_RYOURITU","レンタル_料率","","","9","5","4","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"RENTAL_SIWAKE_KBN","レンタル_仕訳_区分","","","X","1","0","","","","fsol10","2008/12/19 13:17:48","fsol09","2009/02/27 10:17:14"
"RENTAL_SOUGAKU","レンタル_総額","","","9","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"RENTAL_SOUGAKU_ZEIKOMI","レンタル_総額_税込","","","9","8","0","","","","fsol05","2009/04/14 13:10:27","fsol05","2009/04/14 13:10:27"
"RENTAL_START_BI","レンタル_開始_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"RINGI_SINSEI_NO","稟議_申請_番号","","","X","16","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RONRI_ZYOUKEN_KBN","論理_条件_区分","","","X","2","0","","","","wt01","2008/07/29 14:48:30","wt01","2008/07/29 14:48:30"
"RYOHI_BATCH_UPDATE_DT","旅費_バッチ_更新_日時","","","X","17","0","","","","fsol12","2011/03/04 18:30:16","fsol12","2011/03/04 18:30:16"
"RYOHI_GAMEN_UPDATE_DT","旅費_画面_更新_日時","","","X","17","0","","","","fsol12","2011/03/04 18:29:54","fsol12","2011/03/04 18:29:54"
"RYOHI_HIDUKE","旅費_日付","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RYOHI_MEI_NO","旅費_明細_番号","","","9","6","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/23 19:30:31"
"RYOHI_SINSEI_NO","旅費_申請_番号","","","X","16","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RYOHI_SYUBETU","旅費_種別","","","X","1","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RYOHI_SYUBETU_NM","旅費_種別_名称","","","N","12","0","","","","fsol12","2011/03/10 10:22:14","fsol12","2011/03/10 10:22:14"
"RYUTU_GYOU_TUIKA_KBN","流通_行_追加_区分","","","X","1","0","","","","fsol12","2011/03/08 19:05:51","fsol12","2011/03/08 19:05:51"
"RYUTU_HANSOKU_HIMOKU_CD","流通_販促_費目_コード","","","X","5","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RYUTU_HANSOKU_HIMOKU_NM","流通_販促_費目_名称","","","N","40","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RYUTU_KIGYOU_CD","流通_企業_コード","","","X","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RYUTU_REBATE_KBN","流通_リベート_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"RYUTU_REBATE_SIHA_UMU_KBN","流通_リベート_支払_有無_区分","","","X","1","0","","","","fsol07","2011/02/01 20:19:53","fsol07","2011/02/01 20:19:53"
"RYUTU_REBATE_SIHA_UMU_KBN_NM","流通_リベート_支払_有無_区分_名称","","","N","4","0","","","","fsol07","2011/02/01 20:21:11","fsol07","2011/02/01 20:21:11"
"RYUTU_REBATE_ZYOUKEN_KBN","流通_リベート_条件_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"RYUTU_REBATE_ZYOUKEN_KBN_NM","流通_リベート_条件_区分_名称","","","N","6","0","","","","fsol12","2011/03/10 10:23:32","fsol12","2011/03/17 14:25:25"
"RYUTU_REBATE_ZYOUKEN_NO","流通_リベート_条件_番号","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"S_BUNRUI_CD","小_分類_コード","","","X","6","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"S_BUNRUI_NM","小_分類_名称","","","N","40","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"SAGYOU_GO_ANZEN_SETTI_KBN","作業_後_安全_設置_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_GYOUSYA_CD","作業_業者_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_GYOUSYA_NM","作業_業者_名称","","","N","40","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_HIYOU_HOKEN","作業_費用_保険","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_HIYOU_HOKEN_TESURYOU","作業_費用_保険_手数料","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_HIYOU_IPPAN","作業_費用_一般","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_HIYOU_IPPAN_TESURYOU","作業_費用_一般_手数料","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_HIYOU_MUSYOU","作業_費用_無償","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_HIYOU_MUSYOU_TESURYOU","作業_費用_無償_手数料","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_KOURYOU","作業_工料","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_MAE_ANZEN_SETTI_KBN","作業_前_安全_設置_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_MEI","作業_明細","","","N","40","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAGYOU_RYOUKIN","作業_料金","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAIBAN_BIKOU","採番_備考","","","N","40","0","","","","fsol10","2008/07/15 11:35:55","fsol10","2008/07/15 11:35:55"
"SAIBAN_KBN_1","採番_区分_１","","","N","255","0","","","","fsol10","2008/07/15 11:26:30","fsol10","2008/07/18 13:41:13"
"SAIBAN_KBN_2","採番_区分_２","","","N","255","0","","","","fsol10","2008/07/15 11:26:48","fsol10","2008/07/18 13:41:19"
"SAIBAN_NASI_KBN","採番_無し_区分","","","X","1","0","","","","fsol05","2009/04/13 14:34:11","fsol05","2009/04/13 14:34:11"
"SAIBAN_NENDO","採番_年度","YY","年2","X","2","0","","","","fsol10","2008/07/15 11:36:49","wt02","2009/10/30 14:16:40"
"SAIBAN_NM","採番_名称","","","N","40","0","","","","fsol10","2008/07/15 11:29:18","fsol10","2008/07/15 11:29:18"
"SAIDAI_OKUYUKI","最大_奥行き","","","9","4","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAIKEN_ZAN12","債権_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"SAIMOKU_CD","細目_コード","","","X","2","0","","","大同薬品工業","fsol20","2009/02/03 13:59:59","fsol20","2009/02/03 13:59:59"
"SAIMOKU_CD_SIKIBETU_KBN","細目_コード_識別_区分","","","X","4","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"SAIMOKU_CD_TENSOU_KBN","細目_コード_転送_区分","","","X","2","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"SAIMOKU_KBN","細目_区分","","","X","1","0","","","大同薬品工業","fsol20","2009/02/09 14:28:03","fsol20","2009/02/09 14:28:03"
"SAIMOKU_NM","細目_名称","","","N","20","0","","","大同薬品工業","fsol20","2009/02/03 14:00:26","fsol20","2009/02/24 18:54:44"
"SAIMOKU_TAN_NM","細目_短_名称","","","N","16","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"SAIMOKU_TYOU_NM","細目_長_名称","","","N","64","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"SAIMU_HIKIUKE_KIKAN_START","債務_引受_期間_開始","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAIMU_HIKIUKE_KINGAKU","債務_引受_金額","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAIMU_HIKIUKE_NO","債務_引受_番号","","","X","20","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAIMU_KAIKEI_SIWAKE_KBN","債務_会計_仕訳_区分","","","X","1","0","","","大同薬品工業","fsol20","2009/02/09 15:48:36","fsol20","2009/04/09 21:24:02"
"SAIMU_KAISU","債務_回数","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAISEIKI_KBN","再生機_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAISIN_HIS_SEQ","最新_履歴_順序","","","9","3","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"SAISIN_KOUZA_KAIZYO_BI","最新_口座_解除_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"SAISIN_NYUKIN_BI","最新_入金_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"SAISIN_UPDATE_BI","最新_更新_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"SAKI_HIDUKE_KIZITU_00","先_日付_期日_００","","","N","4","0","","","","fsol10","2011/01/11 15:32:58","fsol10","2011/01/11 15:32:58"
"SAKI_HIDUKE_KIZITU_01","先_日付_期日_０１","","","N","4","0","","","","fsol10","2011/01/11 15:33:16","fsol10","2011/01/11 15:33:16"
"SAKI_HIDUKE_KIZITU_02","先_日付_期日_０２","","","N","4","0","","","","fsol10","2011/01/11 15:33:33","fsol10","2011/01/11 15:33:33"
"SAKI_HIDUKE_KIZITU_03","先_日付_期日_０３","","","N","4","0","","","","fsol10","2011/01/11 15:33:49","fsol10","2011/01/11 15:33:49"
"SAKI_HIDUKE_KIZITU_04","先_日付_期日_０４","","","N","4","0","","","","fsol10","2011/01/11 15:34:10","fsol10","2011/01/11 15:34:10"
"SAKI_HIDUKE_KIZITU_05","先_日付_期日_０５","","","N","4","0","","","","fsol10","2011/01/11 15:34:30","fsol10","2011/01/11 15:34:30"
"SAKI_HIDUKE_KIZITU_06","先_日付_期日_０６","","","N","4","0","","","","fsol10","2011/01/11 15:34:46","fsol10","2011/01/11 15:34:46"
"SAKI_HIDUKE_KIZITU_07","先_日付_期日_０７","","","N","4","0","","","","fsol10","2011/01/11 15:35:36","fsol10","2011/01/11 15:35:36"
"SAKI_HIDUKE_KIZITU_08","先_日付_期日_０８","","","N","4","0","","","","fsol10","2011/01/11 15:35:51","fsol10","2011/01/11 15:35:51"
"SAKI_HIDUKE_KIZITU_09","先_日付_期日_０９","","","N","4","0","","","","fsol10","2011/01/11 15:36:14","fsol10","2011/01/11 15:36:14"
"SAKI_HIDUKE_KIZITU_10","先_日付_期日_１０","","","N","4","0","","","","fsol10","2011/01/11 15:36:27","fsol10","2011/01/11 15:36:27"
"SAKI_HIDUKE_KIZITU_11","先_日付_期日_１１","","","N","4","0","","","","fsol10","2011/01/11 15:36:41","fsol10","2011/01/11 15:36:41"
"SAKUSEI_BI","作成_日","YYYYMMDD","年月日8","X","8","0","","","","base08","2008/12/05 16:24:18","wt02","2009/10/30 14:17:11"
"SASIMODOSI_BI","差戻_日","YYYYMMDD","年月日8","X","8","0","","","","sis01","2008/04/25 12:14:25","wt02","2009/10/30 14:18:05"
"SASIMODOSI_KBN","差戻_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:25","sis01","2008/04/25 12:14:25"
"SASIMODOSI_KBN_NM","差戻_区分_名称","","","N","4","0","","","","lpa00","2008/07/10 10:49:18","lpa00","2008/07/10 10:49:18"
"SASIMODOSI_KENSU","差戻_件数","","","9","3","0","","","","lpa02","2008/05/30 17:12:49","lpa02","2008/05/30 17:12:49"
"SASIMODOSI_RIYU","差戻_理由","","","N","40","0","","","","lpa01","2008/06/02 10:18:03","lpa01","2008/07/14 09:43:05"
"SEARCH","検索","","","F","0","0","","","","wt01","2008/06/09 14:04:14","wt01","2008/06/09 14:04:14"
"SEARCH_DATA_KENSU","検索_データ_件数","","","9","6","0","","","","wt01","2008/07/30 18:41:09","wt01","2008/07/30 18:41:09"
"SEARCH_PTN_MEI_NO","検索_パターン_明細_番号","","","9","2","0","","","","wt01","2008/07/29 14:44:36","wt01","2008/07/29 14:44:36"
"SEARCH_PTN_NM","検索_パターン_名称","","","N","100","0","","","","wt01","2008/07/29 14:34:37","wt01","2008/07/29 14:34:37"
"SEARCH_PTN_NO","検索_パターン_番号","","","9","2","0","","","","wt01","2008/07/29 14:32:54","wt01","2008/07/29 14:32:54"
"SEARCH_PTN_TITLE","検索_パターン_タイトル","","","N","100","0","","","","wt01","2008/06/09 11:57:39","wt01","2008/06/09 11:57:39"
"SEARCH_ZYOUKEN","検索_条件","","","N","8","0","","","","lpa01","2008/06/09 19:35:40","lpa01","2008/06/09 19:35:40"
"SEDAI_KANRI_KBN","世代_管理_区分","","","9","1","0","","","","fsol09","2008/04/24 14:54:30","fsol09","2008/04/25 21:01:30"
"SEG_1_CD","セグメント_１_コード","","","X","1","0","","","","lpa01","2008/06/27 14:47:35","lpa01","2008/08/18 17:35:35"
"SEG_1_NM","セグメント_１_名称","","","N","40","0","","","","lpa01","2008/06/27 14:48:41","lpa01","2008/12/15 16:55:20"
"SEG_2_CD","セグメント_２_コード","","","X","2","0","","","","lpa01","2008/06/27 14:48:15","lpa01","2008/08/18 17:33:35"
"SEG_2_NM","セグメント_２_名称","","","N","40","0","","","","lpa01","2008/06/27 14:49:11","lpa01","2008/08/18 17:35:15"
"SEG_CD_CHECK_KBN","セグメント_コード_チェック_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"SEIBI_HIYOU","整備_費用","","","9","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"SEIBI_HIYOU_TESURYOU","整備_費用_手数料","","","9","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"SEIBI_IRAISYO_NO","整備_依頼書_番号","","","X","11","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"SEIBI_IRAISYO_NO_IN","整備_依頼書_番号_入力","","","X","9","0","","","","fsol05","2009/03/26 20:16:21","fsol05","2009/03/26 20:16:21"
