エンティティ物理名,エンティティ論理名,インデックス物理名,インデックス論理名,インデックスタイプID,エンティティ項目物理名,エンティティ項目論理名,項目順序,登録担当者,登録日付,更新担当者,更新時間
"ZT_HURIHURI_HED","振込振分データ_ヘッダ","XPKZT_HURIHURI_HED","XPK振込振分データ_ヘッダ","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:41:29"
"ZT_HURIHURI_MEI","振込振分データ_明細","XPKZT_HURIHURI_MEI","XPK振込振分データ_明細","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:42:18"
"ZT_HURIHURI_MEI","振込振分データ_明細","XPKZT_HURIHURI_MEI","XPK振込振分データ_明細","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:42:18"
"ZT_HURIHURI_MEI","振込振分データ_明細","XPKZT_HURIHURI_MEI","XPK振込振分データ_明細","PK","HURIWAKE_BUSYO_CD","振分_部署_コード","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:42:18"
"ZT_KANYUKIN_HURIKAE","過入金振替データ","XPKZT_KANYUKIN_HURIKAE","XPK過入金振替データ","PK","DENPYOU_BI","伝票_日","1","fsol05","2010/12/27 11:43:43","fsol22","2011/01/25 19:44:01"
"ZT_KANYUKIN_HURIKAE","過入金振替データ","XPKZT_KANYUKIN_HURIKAE","XPK過入金振替データ","PK","DATA_KBN","データ_区分","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:44:01"
"ZT_KANYUKIN_HURIKAE","過入金振替データ","XPKZT_KANYUKIN_HURIKAE","XPK過入金振替データ","PK","TOK_CD","得意先_コード","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:44:01"
"ZT_KASIDAORE_TOUROKU","貸倒損失登録データ","XPKZT_KASIDAORE_TOUROKU","XPK貸倒損失登録データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:44:56"
"ZT_KGTG_SOUHU_SINSEI_HED","小切手手形送付申請データ_ヘッダ","XPKZT_KGTG_SOUHU_SINSEI_HED","XPK小切手手形送付申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:46:32"
"ZT_KGTG_SOUHU_SINSEI_MEI1","小切手手形送付申請データ_明細1","XPKZT_KGTG_SOUHU_SINSEI_MEI1","XPK小切手手形送付申請データ_明細１","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:48:02"
"ZT_KGTG_SOUHU_SINSEI_MEI1","小切手手形送付申請データ_明細1","XPKZT_KGTG_SOUHU_SINSEI_MEI1","XPK小切手手形送付申請データ_明細１","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:48:02"
"ZT_KGTG_SOUHU_SINSEI_MEI2","小切手手形送付申請データ_明細2","XPKZT_KGTG_SOUHU_SINSEI_MEI2","XPK小切手手形送付申請データ_明細２","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:49:20"
"ZT_KGTG_SOUHU_SINSEI_MEI2","小切手手形送付申請データ_明細2","XPKZT_KGTG_SOUHU_SINSEI_MEI2","XPK小切手手形送付申請データ_明細２","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:49:20"
"ZT_KGTG_SOUHU_SINSEI_MEI2","小切手手形送付申請データ_明細2","XPKZT_KGTG_SOUHU_SINSEI_MEI2","XPK小切手手形送付申請データ_明細２","PK","KO_MEI_NO","子_明細_番号","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:49:20"
"ZT_KRRPT_AZUKEIRE_KOGITTE","経理日報預入小切手データ","XPKZT_KRRPT_AZUKEIRE_KOGITTE","XPK経理日報預入小切手データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:50:32"
"ZT_KRRPT_AZUKEIRE_KOGITTE","経理日報預入小切手データ","XPKZT_KRRPT_AZUKEIRE_KOGITTE","XPK経理日報預入小切手データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:50:32"
"ZT_KRRPT_ETC_HT","経理日報その他HTデータ","XPKZT_KRRPT_ETC_HT","XPK経理日報その他HTデータ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:52:07"
"ZT_KRRPT_ETC_HT","経理日報その他HTデータ","XPKZT_KRRPT_ETC_HT","XPK経理日報その他HTデータ","PK","TOK_CD","得意先_コード","2","fsol10","2011/01/19 15:12:58","fsol22","2011/01/25 19:52:07"
"ZT_KRRPT_ETC_HT","経理日報その他HTデータ","XPKZT_KRRPT_ETC_HT","XPK経理日報その他HTデータ","PK","HT_HIMOKU_CD","ＨＴ_費目_コード","3","fsol10","2010/12/13 19:45:09","fsol22","2011/01/25 19:52:07"
"ZT_KRRPT_ETC_MEI","経理日報その他明細データ","XPKZT_KRRPT_ETC_MEI","XPK経理日報その他明細データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/27 14:08:46"
"ZT_KRRPT_ETC_MEI","経理日報その他明細データ","XPKZT_KRRPT_ETC_MEI","XPK経理日報その他明細データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/27 14:08:46"
"ZT_KRRPT_ETC_MEI","経理日報その他明細データ","XPKZT_KRRPT_ETC_MEI","XPK経理日報その他明細データ","PK","KO_MEI_NO","子_明細_番号","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/27 14:08:46"
"ZT_KRRPT_H_KGTG_KAISYU","経理日報保留小切手手形回収データ","XPKZT_KRRPT_H_KGTG_KAISYU","XPK経理日報保留小切手手形回収データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol10","2011/02/01 09:39:50"
"ZT_KRRPT_H_KGTG_KAISYU","経理日報保留小切手手形回収データ","XPKZT_KRRPT_H_KGTG_KAISYU","XPK経理日報保留小切手手形回収データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol10","2011/02/01 09:39:50"
"ZT_KRRPT_H_KGTG_KAISYU","経理日報保留小切手手形回収データ","XPKZT_KRRPT_H_KGTG_KAISYU","XPK経理日報保留小切手手形回収データ","PK","KO_MEI_NO","子_明細_番号","3","fsol05","2010/10/07 19:54:56","fsol10","2011/02/01 09:39:50"
"ZT_KRRPT_H_KGTG_KAISYU","経理日報保留小切手手形回収データ","XPKZT_KRRPT_H_KGTG_KAISYU","XPK経理日報保留小切手手形回収データ","PK","MAGO_MEI_NO","孫_明細_番号","4","fsol05","2010/10/07 19:54:56","fsol10","2011/02/01 09:39:50"
"ZT_KRRPT_HT","経理日報ＨＴデータ","XPKZT_KRRPT_HT","XPK経理日報ＨＴデータ","PK","BUSYO_CD","部署_コード","1","fsol05","2010/10/07 19:54:56","fsol10","2010/12/20 13:59:55"
"ZT_KRRPT_HT","経理日報ＨＴデータ","XPKZT_KRRPT_HT","XPK経理日報ＨＴデータ","PK","URI_BI","売上_日","2","fsol05","2010/10/07 19:54:56","fsol10","2010/12/20 13:59:55"
"ZT_KRRPT_HT","経理日報ＨＴデータ","XPKZT_KRRPT_HT","XPK経理日報ＨＴデータ","PK","TOK_CD","得意先_コード","3","fsol05","2010/10/07 19:54:56","fsol10","2010/12/20 13:59:55"
"ZT_KRRPT_MATTAN_HURIWAKE","経理日報末端振分入力データ","XPKZT_KRRPT_MATTAN_HURIWAKE","XPK経理日報末端振分入力データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/26 19:54:17"
"ZT_KRRPT_MATTAN_HURIWAKE","経理日報末端振分入力データ","XPKZT_KRRPT_MATTAN_HURIWAKE","XPK経理日報末端振分入力データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/26 19:54:17"
"ZT_KRRPT_MATTAN_HURIWAKE","経理日報末端振分入力データ","XPKZT_KRRPT_MATTAN_HURIWAKE","XPK経理日報末端振分入力データ","PK","KO_MEI_NO","子_明細_番号","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/26 19:54:17"
"ZT_KRRPT_MATTAN_HURIWAKE","経理日報末端振分入力データ","XPKZT_KRRPT_MATTAN_HURIWAKE","XPK経理日報末端振分入力データ","PK","MAGO_MEI_NO","孫_明細_番号","4","fsol05","2010/10/07 19:54:56","fsol22","2011/01/26 19:54:17"
"ZT_KRRPT_R_HUNOU_KAISYU","経理日報レンタル不能回収データ","XPKZT_KRRPT_R_HUNOU_KAISYU","XPK経理日報レンタル不能回収データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/26 19:55:39"
"ZT_KRRPT_R_HUNOU_KAISYU","経理日報レンタル不能回収データ","XPKZT_KRRPT_R_HUNOU_KAISYU","XPK経理日報レンタル不能回収データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/26 19:55:39"
"ZT_KRRPT_R_HUNOU_KAISYU","経理日報レンタル不能回収データ","XPKZT_KRRPT_R_HUNOU_KAISYU","XPK経理日報レンタル不能回収データ","PK","KO_MEI_NO","子_明細_番号","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/26 19:55:39"
"ZT_KRRPT_R_HUNOU_KAISYU","経理日報レンタル不能回収データ","XPKZT_KRRPT_R_HUNOU_KAISYU","XPK経理日報レンタル不能回収データ","PK","MAGO_MEI_NO","孫_明細_番号","4","fsol05","2010/10/07 19:54:56","fsol22","2011/01/26 19:55:39"
"ZT_KRRPT_SHNHSK_HURIWAKE","経理日報商品販促代振分データ","XPKZT_KRRPT_SHNHSK_HURIWAKE","XPK経理日報商品販促代振分データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 19:58:32"
"ZT_KRRPT_SHNHSK_HURIWAKE","経理日報商品販促代振分データ","XPKZT_KRRPT_SHNHSK_HURIWAKE","XPK経理日報商品販促代振分データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 19:58:32"
"ZT_KRRPT_SHNHSK_HURIWAKE","経理日報商品販促代振分データ","XPKZT_KRRPT_SHNHSK_HURIWAKE","XPK経理日報商品販促代振分データ","PK","KO_MEI_NO","子_明細_番号","3","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 19:58:32"
"ZT_KRRPT_SHNHSK_NYUKIN","経理日報商品販促代入金データ","XPKZT_KRRPT_SHNHSK_NYUKIN","XPK経理日報商品販促代入金データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:01:06"
"ZT_KRRPT_SHNHSK_NYUKIN","経理日報商品販促代入金データ","XPKZT_KRRPT_SHNHSK_NYUKIN","XPK経理日報商品販促代入金データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:01:06"
"ZT_KRRPT_SINSEI","経理日報申請データ","XPKZT_KRRPT_SINSEI","XPK経理日報申請データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:03:10"
"ZT_KRRPT_SINSEI_HT_INFO","経理日報申請HT情報データ","XPKZT_KRRPT_SINSEI_HT_INFO","XPK経理日報申請HT情報データ","PK","SINSEI_NO","申請_番号","1","fsol10","2010/10/26 20:41:28","fsol22","2011/01/26 20:03:57"
"ZT_KRRPT_SOUHU_KGTG","経理日報送付小切手手形データ","XPKZT_KRRPT_SOUHU_KGTG","XPK経理日報送付小切手手形データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:06:43"
"ZT_KRRPT_SOUHU_KGTG","経理日報送付小切手手形データ","XPKZT_KRRPT_SOUHU_KGTG","XPK経理日報送付小切手手形データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:06:43"
"ZT_KRRPT_TABUSYO_HURIWAKE","経理日報他部署振分データ","XPKZT_KRRPT_TABUSYO_HURIWAKE","XPK経理日報他部署振分データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:08:10"
"ZT_KRRPT_TABUSYO_HURIWAKE","経理日報他部署振分データ","XPKZT_KRRPT_TABUSYO_HURIWAKE","XPK経理日報他部署振分データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:08:10"
"ZT_KRRPT_TABUSYO_HURIWAKE","経理日報他部署振分データ","XPKZT_KRRPT_TABUSYO_HURIWAKE","XPK経理日報他部署振分データ","PK","KO_MEI_NO","子_明細_番号","3","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:08:10"
"ZT_KRRPT_TUIKA_KABUSOK","経理日報追加過不足金データ","XPKZT_KRRPT_TUIKA_KABUSOK","XPK経理日報追加過不足金データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:09:05"
"ZT_KRRPT_TUIKA_KABUSOK","経理日報追加過不足金データ","XPKZT_KRRPT_TUIKA_KABUSOK","XPK経理日報追加過不足金データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:09:05"
"ZT_NEBIKI_TAX_DENPYOU","値引消費税伝票データ","XPKZT_NEBIKI_TAX_DENPYOU","XPK値引消費税伝票データ","PK","DENPYOU_BI","伝票_日","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/25 18:14:14"
"ZT_NEBIKI_TAX_DENPYOU","値引消費税伝票データ","XPKZT_NEBIKI_TAX_DENPYOU","XPK値引消費税伝票データ","PK","DENPYOU_NO","伝票_番号","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/25 18:14:14"
"ZT_NEBIKI_TAX_DENPYOU","値引消費税伝票データ","XPKZT_NEBIKI_TAX_DENPYOU","XPK値引消費税伝票データ","PK","TOK_CD","得意先_コード","3","fsol05","2010/10/07 19:54:57","fsol22","2011/01/25 18:14:14"
"ZT_NEBIKI_TAX_DENPYOU","値引消費税伝票データ","XPKZT_NEBIKI_TAX_DENPYOU","XPK値引消費税伝票データ","PK","DENPYOU_BUNRUI","伝票_分類","4","fsol05","2010/11/15 12:51:18","fsol22","2011/01/25 18:14:14"
"ZT_OROSI_SIRE_KARI_KAIREN","卸仕入仮計上会計連携データ","XPKZT_OROSI_SIRE_KARI_KAIREN","XPK卸仕入仮計上会計連携データ","PK","KAIKEI_DENPYOU_BI","会計_伝票_日","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:10:14"
"ZT_OROSI_SIRE_KARI_KAIREN","卸仕入仮計上会計連携データ","XPKZT_OROSI_SIRE_KARI_KAIREN","XPK卸仕入仮計上会計連携データ","PK","BUSYO_CD","部署_コード","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:10:14"
"ZT_OROSI_SIRE_KARI_KAIREN","卸仕入仮計上会計連携データ","XPKZT_OROSI_SIRE_KARI_KAIREN","XPK卸仕入仮計上会計連携データ","PK","SHN_CD","商品_コード","3","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:10:14"
"ZT_OROSI_URI_KAIREN","卸売上会計連携データ","XPKZT_OROSI_URI_KAIREN","XPK卸売上会計連携データ","PK","KAIKEI_DENPYOU_BI","会計_伝票_日","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:10:47"
"ZT_OROSI_URI_KAIREN","卸売上会計連携データ","XPKZT_OROSI_URI_KAIREN","XPK卸売上会計連携データ","PK","BUSYO_CD","部署_コード","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:10:47"
"ZT_OROSI_URI_KAIREN","卸売上会計連携データ","XPKZT_OROSI_URI_KAIREN","XPK卸売上会計連携データ","PK","TOK_CD","得意先_コード","3","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:10:47"
"ZT_OROSI_URI_KAIREN","卸売上会計連携データ","XPKZT_OROSI_URI_KAIREN","XPK卸売上会計連携データ","PK","URI_KBN","売上_区分","4","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:10:47"
"ZT_RENTAL_HUNOU_HIS","レンタル不能履歴データ","XPKZT_RENTAL_HUNOU_HIS","XPKレンタル不能履歴データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:57","fsol10","2010/12/08 13:30:21"
"ZT_RENTAL_HUNOU_HIS","レンタル不能履歴データ","XPKZT_RENTAL_HUNOU_HIS","XPKレンタル不能履歴データ","PK","DENPYOU_BI","伝票_日","2","fsol05","2010/10/07 19:54:57","fsol10","2010/12/08 13:30:21"
"ZT_RENTAL_HUNOU_HIS","レンタル不能履歴データ","XPKZT_RENTAL_HUNOU_HIS","XPKレンタル不能履歴データ","PK","DENPYOU_NO","伝票_番号","3","fsol05","2010/10/07 19:54:57","fsol10","2010/12/08 13:30:21"
"ZT_RENTAL_HUNOU_KANRI_DEL","レンタル不能管理削除データ","XPKZT_RENTAL_HUNOU_KANRI_DEL","XPKレンタル不能管理削除データ","PK","DEL_BI","削除_日","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:11:26"
"ZT_RENTAL_HUNOU_KANRI_DEL","レンタル不能管理削除データ","XPKZT_RENTAL_HUNOU_KANRI_DEL","XPKレンタル不能管理削除データ","PK","HUNOU_HASSEI_BI","不能_発生_日","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:11:26"
"ZT_RENTAL_HUNOU_KANRI_DEL","レンタル不能管理削除データ","XPKZT_RENTAL_HUNOU_KANRI_DEL","XPKレンタル不能管理削除データ","PK","RENTAL_LEASE_KBN","レンタル_リース_区分","3","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:11:26"
"ZT_RENTAL_HUNOU_KANRI_DEL","レンタル不能管理削除データ","XPKZT_RENTAL_HUNOU_KANRI_DEL","XPKレンタル不能管理削除データ","PK","RENTAL_KAIIN_NO","レンタル_会員_番号","4","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:11:26"
"ZT_RENTAL_HUNOU_KANRI_DEL","レンタル不能管理削除データ","XPKZT_RENTAL_HUNOU_KANRI_DEL","XPKレンタル不能管理削除データ","PK","TOK_CD","得意先_コード","5","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:11:26"
"ZT_SAKI_HIDUKE_KGTG","先日付小切手手形データ","XPKZT_SAKI_HIDUKE_KGTG","XPK先日付小切手手形データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:57","fsol10","2011/02/02 09:25:41"
"ZT_SAKI_HIDUKE_KGTG","先日付小切手手形データ","XPKZT_SAKI_HIDUKE_KGTG","XPK先日付小切手手形データ","PK","KOGITTE_TEGATA_KBN","小切手_手形_区分","2","fsol05","2010/10/07 19:54:57","fsol10","2011/02/02 09:25:41"
"ZT_SAKI_HIDUKE_KGTG","先日付小切手手形データ","XPKZT_SAKI_HIDUKE_KGTG","XPK先日付小切手手形データ","PK","MEI_NO","明細_番号","3","fsol05","2010/10/07 19:54:57","fsol10","2011/02/02 09:25:41"
"ZT_SAKI_HIDUKE_KGTG_IJYOU","手形・先日付小切手異常データ","XPKZT_SAKI_HIDUKE_KGTG_IJYOU","XPK手形・先日付小切手異常データ","PK","TYOUHYOU_SAKUSEI_BI","帳票_作成_日","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:17:11"
"ZT_SAKI_HIDUKE_KGTG_IJYOU","手形・先日付小切手異常データ","XPKZT_SAKI_HIDUKE_KGTG_IJYOU","XPK手形・先日付小切手異常データ","PK","BUSYO_CD","部署_コード","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:17:11"
"ZT_SAKI_HIDUKE_KGTG_IJYOU","手形・先日付小切手異常データ","XPKZT_SAKI_HIDUKE_KGTG_IJYOU","XPK手形・先日付小切手異常データ","PK","SINSEI_NO","申請_番号","3","fsol10","2010/12/09 13:21:07","fsol22","2011/01/26 20:17:11"
"ZT_SAKI_HIDUKE_KGTG_IJYOU","手形・先日付小切手異常データ","XPKZT_SAKI_HIDUKE_KGTG_IJYOU","XPK手形・先日付小切手異常データ","PK","MEI_NO","明細_番号","4","fsol10","2010/12/09 13:21:07","fsol22","2011/01/26 20:17:11"
"ZT_SAKI_HIDUKE_KGTG_YOSIN","先日付小切手手形与信データ","XPKZT_SAKI_HIDUKE_KGTG_YOSIN","XPK先日付小切手手形与信データ","PK","URI_BI","売上_日","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:18:03"
"ZT_SAKI_HIDUKE_KGTG_YOSIN","先日付小切手手形与信データ","XPKZT_SAKI_HIDUKE_KGTG_YOSIN","XPK先日付小切手手形与信データ","PK","NIPPOU_SYUBETU_KBN","日報_種別_区分","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:18:03"
"ZT_SAKI_HIDUKE_KGTG_YOSIN","先日付小切手手形与信データ","XPKZT_SAKI_HIDUKE_KGTG_YOSIN","XPK先日付小切手手形与信データ","PK","SYUNOU_TOK_CD","収納_得意先_コード","3","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:18:03"
"ZT_SAKI_HIDUKE_KGTG_YOSIN","先日付小切手手形与信データ","XPKZT_SAKI_HIDUKE_KGTG_YOSIN","XPK先日付小切手手形与信データ","PK","HURIWAKE_TOK_CD","振分_得意先_コード","4","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:18:03"
"ZT_SAKI_HIDUKE_KGTG_YOSIN","先日付小切手手形与信データ","XPKZT_SAKI_HIDUKE_KGTG_YOSIN","XPK先日付小切手手形与信データ","PK","SINSEI_NO","申請_番号","5","fsol10","2010/12/20 10:52:51","fsol22","2011/01/26 20:18:03"
"ZT_SEI_IKKATU_IKAN","請求先一括移管データ","XPKZT_SEI_IKKATU_IKAN","XPK請求先一括移管データ","PK","SEIKYU_SAKI_CD","請求_先_コード","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:18:54"
"ZT_SEI_IKKATU_IKAN","請求先一括移管データ","XPKZT_SEI_IKKATU_IKAN","XPK請求先一括移管データ","PK","TEKIYOU_START_BI","適用_開始_日","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:18:54"
"ZT_SEI_TOK_KAIREN","請求得意会計連携データ","XPKZT_SEI_TOK_KAIREN","XPK請求得意会計連携データ","PK","RENKEI_CD","連携_コード","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:19:25"
"ZT_SHN_BETU_NOUHIN","商品別納品データ","XPKZT_SHN_BETU_NOUHIN","XPK商品別納品データ","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:22:05"
"ZT_SHN_BETU_NOUHIN","商品別納品データ","XPKZT_SHN_BETU_NOUHIN","XPK商品別納品データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:22:05"
"ZT_SHN_BETU_NOUHIN","商品別納品データ","XPKZT_SHN_BETU_NOUHIN","XPK商品別納品データ","PK","HASSEI_KBN","発生_区分","3","fsol22","2011/01/25 18:15:27","fsol22","2011/01/26 20:22:05"
"ZT_SHN_BETU_NOUHIN_DBK","商品別納品データ_日次退避","XPKZT_SHN_BETU_NOUHIN_DBK","XPK商品別納品データ_日次退避","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:22:48"
"ZT_SHN_BETU_NOUHIN_DBK","商品別納品データ_日次退避","XPKZT_SHN_BETU_NOUHIN_DBK","XPK商品別納品データ_日次退避","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:57","fsol22","2011/01/26 20:22:48"
"ZT_SHN_BETU_SIMEBI_RUI","商品別締日累積データ","XPKZT_SHN_BETU_SIMEBI_RUI","XPK商品別締日累積データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:57","fsol10","2010/10/12 13:06:52"
"ZT_SHN_BETU_SIMEBI_RUI","商品別締日累積データ","XPKZT_SHN_BETU_SIMEBI_RUI","XPK商品別締日累積データ","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:57","fsol10","2010/10/12 13:06:52"
"ZT_SHN_BETU_SIMEBI_RUI","商品別締日累積データ","XPKZT_SHN_BETU_SIMEBI_RUI","XPK商品別締日累積データ","PK","SHN_CD","商品_コード","3","fsol05","2010/10/07 19:54:57","fsol10","2010/10/12 13:06:52"
"ZT_SHN_GEKKAN_RUI","商品月間累積データ","XPKZT_SHN_GEKKAN_RUI","XPK商品月間累積データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:57","fsol10","2010/10/12 11:58:48"
