コードID,項目順序,表示幅,項目名,キー値順序,名称値順序,検索順序,検索タイプ,ソート順序,開始キー,コントロールID,コントロール名,属性ID,コンディションID,コンディション名,フォーマットID,IMEモードID,IMEモード名,作成者ID,作成日付,更新者ID,更新日付
"得意先コードビュー05","11","70","取引条件","0","6","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","12","60","支払締日","0","7","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","13","60","請求締日","0","8","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","14","0","消費税区分","0","9","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","15","0","取引区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","16","0","請求支払区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","17","0","破産更生区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","18","0","回収サイクル区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","19","270","請求先名","0","2","9","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","20","0","総括区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","21","0","担当社員名","0","0","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","22","0","管理部署名","0","0","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","23","60","チャネル","0","5","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","24","50","税区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","25","0","口座番号","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","26","0","請求書発行部署コード","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","27","0","消費税調整区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","28","0","チャネル分類","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","29","80","基準日","0","0","11","2","0","","TXT","テキストボックス","SG","","","00","2","オフ","base03","2011/03/02 17:31:52","base03","2011/03/04 09:20:09"
"得意先コードビュー05","30","80","コード検索追加条件","0","0","12","2","0","","TXT","テキストボックス","SN5","","","00","2","オフ","base03","2011/03/02 16:41:19","base03","2011/03/04 09:20:09"
"得意先コードビュー07","1","80","得意先コード","1","1","8","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","2","200","得意先名","0","2","1","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","3","0","住所","0","0","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","4","270","住所１","0","6","0","0","0","","","","","","","00","0","","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","5","270","住所２","0","7","0","0","0","","","","","","","00","0","","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","6","270","住所３","0","8","0","0","0","","","","","","","00","0","","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","7","0","担当社員コード","0","0","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","8","0","管理部署コード","0","0","5","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","9","0","チャネル","0","0","7","20","0","","CMB","コンボボックス","SB1","COD_CHANNEL_KBN01","チャネル区分01","00","0","","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","10","70","取引条件","0","4","0","0","0","","","","","","","00","0","","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","11","0","税区分","0","0","0","0","0","","","","","","","00","0","","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","12","0","担当社員名","0","0","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","13","0","管理部署名","0","0","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","14","60","チャネル","0","3","0","0","0","","","","","","","00","0","","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","15","50","税区分","0","5","0","0","0","","","","","","","00","0","","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"得意先コードビュー07","16","80","基準日","0","0","9","2","0","","TXT","テキストボックス","SG","","","00","2","オフ","base03","2011/03/17 14:26:01","base03","2011/03/18 10:47:06"
"自動入金データコードビュー01","1","0","連携日","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:28:15","base03","2011/02/03 19:07:34"
"自動入金データコードビュー01","2","480","入金ファイル名","1","2","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:28:15","base03","2011/02/03 19:07:34"
"自動入金データコードビュー01","3","0","連携日","0","0","1","16","0","","TXT","テキストボックス","D","","","52","3","オフ固定","base03","2010/12/21 16:43:46","base03","2011/02/03 19:07:34"
"自動入金データコードビュー01","4","80","連携日","0","1","0","0","0","","","","","","","00","0","","base03","2010/12/21 16:43:46","base03","2011/02/03 19:07:34"
"契約送付区分マスタ01","1","20","","1","0","0","0","1","","","","","","","00","0","","lpa01","2008/09/09 09:31:55","lpa02","2008/12/19 18:43:39"
"契約送付区分マスタ01","2","400","","0","1","0","0","0","","","","","","","00","0","","lpa01","2008/09/09 09:31:55","lpa02","2008/12/19 18:43:39"
"契約送付区分マスタ01","3","10","","0","0","0","0","0","='0'","","","","","","00","0","","lpa01","2008/09/11 17:40:41","lpa02","2008/12/19 18:43:39"
"企業１グループマスタ01","1","110","企業１グループコード","1","1","2","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 09:19:37","lpa00","2011/04/04 18:48:05"
"企業１グループマスタ01","2","200","企業１グループ名","0","2","1","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 09:19:37","lpa00","2011/04/04 18:48:05"
"企業１グループマスタ01","3","80","支払先コード","0","3","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 09:19:37","lpa00","2011/04/04 18:48:05"
"広域企業マスタ01","1","50","広域企業コード","1","1","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/07/15 15:37:13","fsol14","2009/12/02 14:15:52"
"広域企業マスタ01","2","600","広域企業名","0","2","2","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa01","2008/07/15 15:37:13","fsol14","2009/12/02 14:15:52"
"名称マスタ（会社コードリスト）","1","200","識別コード","0","0","0","0","0","='KAISYA_LIST'","","","","","","00","0","","fsol09","2008/07/15 14:56:40","lpa01","2008/09/11 17:41:35"
"名称マスタ（会社コードリスト）","2","70","会社コード","1","1","1","2","1","","TXT","テキストボックス","SC","","","00","2","オフ","fsol09","2008/07/15 15:10:48","lpa01","2008/09/11 17:41:35"
"名称マスタ（会社コードリスト）","3","400","会社名称","0","2","0","0","2","","","","","","","00","0","","fsol09","2008/07/15 15:10:48","lpa01","2008/09/11 17:41:35"
"名称マスタ（会社コードリスト）","4","10","","0","0","0","0","0","='0'","","","","","","00","0","","lpa01","2008/09/11 17:41:35","lpa01","2008/09/11 17:41:35"
"名称マスタ（得意先登録区分）","1","200","","0","0","0","0","0","='TOK_TOUROKU_KBN'","","","","","","00","0","","lpa00","2008/07/15 14:09:46","lpa01","2008/09/11 17:42:26"
"名称マスタ（得意先登録区分）","2","70","","1","0","0","0","1","","","","","","","00","0","","lpa00","2008/07/15 14:09:46","lpa01","2008/09/11 17:42:26"
"名称マスタ（得意先登録区分）","3","400","","0","1","0","0","0","","","","","","","00","0","","lpa00","2008/07/15 14:09:46","lpa01","2008/09/11 17:42:26"
"名称マスタ（得意先登録区分）","4","10","","0","0","0","0","0","='0'","","","","","","00","0","","lpa01","2008/09/11 17:42:26","lpa01","2008/09/11 17:42:26"
"名称マスタ（取引停止理由区分）","1","200","","0","0","0","0","0","='TORI_TEISI_RIYU_KBN'","","","","","","00","0","","lpa01","2008/09/08 13:16:42","lpa00","2008/12/01 16:11:12"
"名称マスタ（取引停止理由区分）","2","70","","1","0","0","0","1","","","","","","","00","0","","lpa00","2008/07/15 14:08:30","lpa00","2008/12/01 16:11:12"
"名称マスタ（取引停止理由区分）","3","400","","0","1","0","0","0","","","","","","","00","0","","lpa00","2008/07/15 14:08:30","lpa00","2008/12/01 16:11:12"
"名称マスタ（取引停止理由区分）","4","10","","0","0","0","0","0","='0'","","","","","","00","0","","lpa01","2008/09/11 17:42:39","lpa00","2008/12/01 16:11:12"
"名称マスタ（商品メーカーコード）","1","200","","0","0","0","0","0","='SHN_MAKER_CD'","","","","","","00","0","","lpa01","2008/08/19 15:38:50","lpa01","2008/09/11 17:42:53"
"名称マスタ（商品メーカーコード）","2","70","","1","0","0","0","1","","","","","","","00","0","","lpa01","2008/08/19 15:38:50","lpa01","2008/09/11 17:42:53"
"名称マスタ（商品メーカーコード）","3","400","","0","1","0","0","0","","","","","","","00","0","","lpa01","2008/08/19 15:38:50","lpa01","2008/09/11 17:42:53"
"名称マスタ（商品メーカーコード）","4","10","","0","0","0","0","0","='0'","","","","","","00","0","","lpa01","2008/09/11 17:42:53","lpa01","2008/09/11 17:42:53"
"名称マスタ（発行元名義会社コード）","1","200","","0","0","0","0","1","='HAKKOU_MM_KAISYA_CD'","","","","","","00","0","","lpa01","2008/08/20 15:24:14","lpa01","2008/09/11 17:43:10"
"名称マスタ（発行元名義会社コード）","2","70","","1","0","0","0","2","","","","","","","00","0","","lpa01","2008/08/20 15:24:14","lpa01","2008/09/11 17:43:10"
"名称マスタ（発行元名義会社コード）","3","400","","0","1","0","0","0","","","","","","","00","0","","lpa01","2008/08/20 15:24:14","lpa01","2008/09/11 17:43:10"
"名称マスタ（発行元名義会社コード）","4","10","","0","0","0","0","0","='0'","","","","","","00","0","","lpa01","2008/09/11 17:43:10","lpa01","2008/09/11 17:43:10"
"名称マスタ（自販機売価条件）","1","0","","0","0","0","0","0","='ZIHANKI_BAIK_ZKN_CD'","","","","","","00","0","","lpa01","2008/09/08 13:40:21","lpa03","2009/02/27 16:53:32"
"名称マスタ（自販機売価条件）","2","100","自販機売価条件","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/08 13:40:21","lpa03","2009/02/27 16:53:32"
"名称マスタ（自販機売価条件）","3","150","自販機売価条件名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa01","2008/09/08 13:40:21","lpa03","2009/02/27 16:53:32"
